,0,1
53,室,"['HSK 2급 단어', '#/entry/zhko/c2984d94b4784422afc90f9e35be98f6', 'HSK 3급 단어', '#/entry/zhko/c4167e91d405478ba5457cb4002751d0', 'HSK 5급 단어', '#/entry/zhko/d0a93a6296cc482a8123f9d4e0a9fcd8']"
54,内,"['HSK 5급 단어', '#/entry/zhko/9c8258ff7b1b491da7726c80a6612464', '#/entry/zhko/6432498e6ffd4df9a182caed0b7a2e2e', 'HSK 6급 단어', '#/entry/zhko/f316de28ee2342e1b3891caff822012d', '#/entry/zhko/dfacbffcfd2141ac882f34c50a64dcb2', '#/entry/zhko/17a529f6670e4d19b3e452c286df6df9']"
55,运,"['HSK 2급 단어', '#/entry/zhko/411d63495ddf4ebd8df2212e148c3c3d', 'HSK 5급 단어', '#/entry/zhko/10dc9e125a0e461cad6b1485d161a8fc', '#/entry/zhko/269984ba77a0481d98d23039bfbd36bf', '#/entry/zhko/809e69654378499d8a38d535c0a6726a', '#/entry/zhko/00d2d0e745654af28795fe588dc36d0e', '#/entry/zhko/a6027e9d8cde4dcbae4af1df18653b8e', 'HSK 6급 단어', '#/entry/zhko/c1ed402debf94d569abf3cddfd4320d1', '#/entry/zhko/17c85ca47698449db8b03db4eb1d3eb9', '#/entry/zhko/117d61ace1fd4d4e9f572ba20805e89b']"
56,根,"['HSK 3급 단어', '#/entry/zhko/eeff0dc819f04e55a1c181e634f25bc2', 'HSK 5급 단어', '#/entry/zhko/97309dae0449408bb24a19ccc81442c4', 'HSK 6급 단어', '#/entry/zhko/a5f1d0840ed74263a5edb79772c7ca95', '#/entry/zhko/967c391d44c74fb090ca78803bffdf37', '#/entry/zhko/d41ebbc0b71c454f8ea210b9f40cd0a2']"
57,单,"['HSK 3급 단어', '#/entry/zhko/2aaa11e6d7744cb7aa918d8f1ebec66b', 'HSK 5급 단어', '#/entry/zhko/993020875ad646a5927450a84bf22822', '#/entry/zhko/98e417a1032f4082a61de7f7ceaa8986', '#/entry/zhko/d358de12f99d4907a27c97c791020552', '#/entry/zhko/477a07a6d582488e95646fb7cf26d612', 'HSK 6급 단어', '#/entry/zhko/69b12e8666704e07b38c67528de914bc', '#/entry/zhko/5c49e67f6ad44a75a53728a85cb5e8a4']"
58,宝,"['HSK 5급 단어', '#/entry/zhko/824c739b45e44cecb46ec92b7ac1be60', '#/entry/zhko/ca97f72707f14a528ac26f027e8187cb']"
59,哥,"['HSK 2급 단어', '#/entry/zhko/ed3ccd52d9044b018f4133f068f9cdae']"
60,张,"['HSK 4급 단어', '#/entry/zhko/d4876c5b9d3845ce83a791d7d80f8deb', 'HSK 5급 단어', '#/entry/zhko/a5214010320c4959938d0c9931fcd532', '#/entry/zhko/21a906bbad77483b9818bc9d7f6e1e5d', '#/entry/zhko/f5343e04881f4bf99ff152fb9c2967df', 'HSK 6급 단어', '#/entry/zhko/578407d617c840cab3a0140dfe4ffc68', '#/entry/zhko/9e1bf5feb2d940bfb3ff2baa9c88fd5d']"
61,战,"['HSK 5급 단어', '#/entry/zhko/4d02d008e9db4553a803d7c696b40c7a', '#/entry/zhko/0ef949f78c014abc9b6209b4d531d1cb', 'HSK 6급 단어', '#/entry/zhko/362d38784d694a31a9c2dcf7d6fb4375', '#/entry/zhko/caf7cf18af4940989ac012c5bf6a0b0e', '#/entry/zhko/624de2baba6c497d8300445734d63eba', '#/entry/zhko/09fc07538b824bee90f38c1a46804ada']"
62,火,"['HSK 2급 단어', '#/entry/zhko/b169885fa1bc4f98aaf14c8cb1ab53ca', 'HSK 5급 단어', '#/entry/zhko/a0c8d7e704194e43b9d21c7b24607423', '#/entry/zhko/5e54569ed4e64b2e849e5c37e1dd8a00', 'HSK 6급 단어', '#/entry/zhko/67eef0e2e1b54a71ae5ca665c5ba40e8', '#/entry/zhko/e36234e13ecd4fde9cc55bb8a5d708cc', '#/entry/zhko/1f0649e2d3ae42fb857e65922cbbe322', '#/entry/zhko/30aeea6cfdbc486094db48082ffad858', '#/entry/zhko/235e6a4ccd6a412683afa358bb15fbc8']"
63,至,"['HSK 4급 단어', '#/entry/zhko/48d77bcb361c4852b1e4eb0d5fad998e', '#/entry/zhko/0f9e0a40e17c4e298b93344ca0042d62', 'HSK 5급 단어', '#/entry/zhko/15bbf64d11424d16802fb7ea5ad3aad8', '#/entry/zhko/4f009fa491834d91b527801783f2cddc', 'HSK 6급 단어', '#/entry/zhko/d2484e8f191f475280bdfff2c9a6f55a', '#/entry/zhko/60b1fc37dd2c45c98d869e5d712f1eed', '#/entry/zhko/dae5244fdc514711a7519ce41f82d2e3']"
64,万,"['HSK 4급 단어', '#/entry/zhko/0d1678e9c85c488aae1f8b87b02e3b7b', 'HSK 5급 단어', '#/entry/zhko/127a699820794e9b8f843887197b730f', 'HSK 6급 단어', '#/entry/zhko/0e3550d907be4f1285d5677ac6d5867e']"
65,声,"['HSK 3급 단어', '#/entry/zhko/ca5e19672a0249e49e231569211e9583', 'HSK 5급 단어', '#/entry/zhko/a437877cd9a243dd938559cd8ea44a98', 'HSK 6급 단어', '#/entry/zhko/e482bc4b976e48c6b12410552864a544', '#/entry/zhko/b8b4aa5fcd8445d1a27ddc0dc4e0f198', '#/entry/zhko/6dfd73adb5bc4b2db6e3886cd3959e30', '#/entry/zhko/2ac1fc4ac7c645cc9ad0c93603d5548c']"
66,布,"['HSK 5급 단어', '#/entry/zhko/16c2b178352541239aad4a13f703cf18', '#/entry/zhko/a2582e309d0d4400b5418dccd5365e5a', 'HSK 6급 단어', '#/entry/zhko/de8fc7f724524a7fba7d4deee4d85e7c', '#/entry/zhko/98269f1f10e14482b73ebe95e2858588', '#/entry/zhko/1003d4fbeac347a2ac9b79fe3d0dfa77', '#/entry/zhko/626108da76c245ebb6a936ba80160cd4', '#/entry/zhko/1e72d8b3993c4fa9ac72c43ee9deef70', '#/entry/zhko/a5efa6e4dd1640e597cebdb857b3f3d1', '#/entry/zhko/c26d87605987484c80576c9c3dccc40a']"
67,音,"['HSK 3급 단어', '#/entry/zhko/ca5e19672a0249e49e231569211e9583', '#/entry/zhko/7494bd45b75d4f89abe8014af7bc446b', 'HSK 5급 단어', '#/entry/zhko/2571a9581a484ba3b6471eb79219f883', '#/entry/zhko/66af818d451443139b2d86ecd758a9a3', 'HSK 6급 단어', '#/entry/zhko/149d77df476142ccb9bbcf61f14d09e0', '#/entry/zhko/a610cb647cde43df894ab5c99e206814', '#/entry/zhko/ee9db2c8707b484dab5e1e35cf330477', '#/entry/zhko/f237d87be47c4d0bb519329c69ec82d2']"
68,期,"['HSK 1급 단어', '#/entry/zhko/c202b65ab2b04646bd90bd7bad00aea2', 'HSK 4급 단어', '#/entry/zhko/70fbff97c4f14c01b4b32cfbc4adf814', 'HSK 5급 단어', '#/entry/zhko/b72d2cefd44c488a8fb4452500af5a23', '#/entry/zhko/7251e868c75b4beb9806f9b24f2bde94', '#/entry/zhko/b051bed643d247c790c922228126de39', '#/entry/zhko/7c80b2e9f02e4fe48e4da126508704ec', 'HSK 6급 단어', '#/entry/zhko/4f94331ce35745758590ea2cbc837ba5', '#/entry/zhko/46ccced7931a49eca9e4f49566ec349e', '#/entry/zhko/d0bc19817c79497a861f719e4623b8c1', '#/entry/zhko/dda7b73730944ffebacaa14b199910ed', '#/entry/zhko/12fefea3dfea443a82b07332b3bb4452']"
69,条,"['HSK 4급 단어', '#/entry/zhko/38351ab8ae5d4e8694b4b97a40b23b47', 'HSK 6급 단어', '#/entry/zhko/25176a7f340744aa8740251968c0d150', '#/entry/zhko/6412d1365fd144939535de5b582d857f', '#/entry/zhko/4ee7a9201d584187837e7648be8ebbe1', '#/entry/zhko/7080e75587ba438b8f3d8db4785c1c49']"
70,消,"['HSK 4급 단어', '#/entry/zhko/124eefcf648a4610a2c3d6c31e96bc7a', 'HSK 5급 단어', '#/entry/zhko/0e3a8a7565f94c45873ca6300abc7ffa', '#/entry/zhko/e5a06090386b456191d09d7737a6bb8e', '#/entry/zhko/1aeb4f8450b24e7a975831d650383802', '#/entry/zhko/727205bf500c453aad70d8acec5d03c8', '#/entry/zhko/d08e4696e03541e281f2234f5b310057', 'HSK 6급 단어', '#/entry/zhko/d54ec1be07504571851d0b6fcadf6634', '#/entry/zhko/883132fd56cf4b93a541a35f8ec63b6f', '#/entry/zhko/5b0ea8939bae48b69ddb2cd00e7cecfc', '#/entry/zhko/7543b67245954f74a1052ba675dd1a79']"
71,病,"['HSK 2급 단어', '#/entry/zhko/3df35dc21d5e41c6ab0cd8e99e8efa5d', 'HSK 5급 단어', '#/entry/zhko/415126d576724b2e88721bf0ed6016ec', '#/entry/zhko/ff0a9f51ad404786953d7e3700603772', 'HSK 6급 단어', '#/entry/zhko/62dc0c34d1da47d18f781edd0bdd8959']"
72,整,"['HSK 4급 단어', '#/entry/zhko/6b9b989c5ad34c2bb7f02654935079c9', 'HSK 5급 단어', '#/entry/zhko/8f89072bda27495e95f026f583cdf395', '#/entry/zhko/7bcf623a885643ae928a35ff6aaa0c87', '#/entry/zhko/c6c0745dc9bc42a5a64eb761de0777e7', '#/entry/zhko/34fe131993f94d0fb76c6266ac4a798f', 'HSK 6급 단어', '#/entry/zhko/2e73be0b7ef2419d9f2ae97550245a35']"
73,奇,"['HSK 3급 단어', '#/entry/zhko/d7034f03102d4829bbda81148fdd28f5', 'HSK 5급 단어', '#/entry/zhko/1259483fd14a4ae1ba0b36831ac8fc14', '#/entry/zhko/72f7fb57f83f496dae3a9d3a79752412', 'HSK 6급 단어', '#/entry/zhko/f3bfd72c3a5b4c4b9bf90f4c07ea8001', '#/entry/zhko/720913bb3e9b4e86a8a965414f0fc262', '#/entry/zhko/e9e1e2374a4a428c88100baa32a7dd4e']"
74,弟,"['HSK 2급 단어', '#/entry/zhko/f415b783ef764272a315fa08ad067175', 'HSK 5급 단어', '#/entry/zhko/55554d8145904a8892839a7d5c04f33b', 'HSK 6급 단어', '#/entry/zhko/b7c895c825f046c2aeced73114dfe6a2']"
75,犯,"['HSK 6급 단어', '#/entry/zhko/2f590b71855146faadf788c696a8e71e', '#/entry/zhko/c605d5d39a8b447885994fa25cc54a1f', '#/entry/zhko/9d952568fe574f64941373f09176a387', '#/entry/zhko/200e2f5dd3f2486fb4b97ac552959068']"
76,装,"['HSK 5급 단어', '#/entry/zhko/17e596b04192478f836462fc544f3284', '#/entry/zhko/68938e9dafcc433fa6db4c33f8ffe0c6', '#/entry/zhko/727805385ab1421ab16bdd2e64d40cc4', '#/entry/zhko/7c33f2139ba4494a93e8111cff0c4210', '#/entry/zhko/52a942feaf1c4222944741701ca50aa6', 'HSK 6급 단어', '#/entry/zhko/4e66483af5064ad797fe6b602bb34540', '#/entry/zhko/f0bb739364684f669be034a9c19caa95', '#/entry/zhko/b3bbbfbaff984ae9a91485a4677a8c64']"
77,贝,"['HSK 5급 단어', '#/entry/zhko/824c739b45e44cecb46ec92b7ac1be60', 'HSK 6급 단어', '#/entry/zhko/9af203ba76a148ca93abb7f4bd91306a']"
78,怕,"['HSK 3급 단어', '#/entry/zhko/5617dd8fb982426d9fab96aad893c522', 'HSK 4급 단어', '#/entry/zhko/19268208ca1d4a3a90b53ed09c2887aa', 'HSK 5급 단어', '#/entry/zhko/c1c523f6df9f4419893e1e3bfdc0bb72', '#/entry/zhko/c21835da9e91453893845d484d6046a5']"
79,送,"['HSK 6급 단어', '#/entry/zhko/89268ec8a3524b7c9e191599f9abb5cc']"
80,护,"['HSK 3급 단어', '#/entry/zhko/9bd4f2a3bd4e425dba1b7aaa30ef9ea9', 'HSK 4급 단어', '#/entry/zhko/82817a4625f64fc3b73dcb198be8b2a7', 'HSK 5급 단어', '#/entry/zhko/5a26bfd2036647feaae9e9bc1ba7d27c', '#/entry/zhko/51127f84e2e246c9be924b4ed765016b', 'HSK 6급 단어', '#/entry/zhko/f836190197c347f1845876efd5fe508c', '#/entry/zhko/633fdfb011bc4b4c9952bc3942f5eeb2', '#/entry/zhko/d6f1134f599f4ea88aa7e445be5ee510', '#/entry/zhko/55a20091435542eba1f7b637d959edaa', '#/entry/zhko/eb1c2c73435042d8b3d33f88ff8be419']"
81,度,"['HSK 4급 단어', '#/entry/zhko/9747d7e4d269420d909f76a3d941c998', '#/entry/zhko/c67ef7ad65f04444b0c6ff54fc4d1257', 'HSK 5급 단어', '#/entry/zhko/7d6dd82a74be4159a79cd3c7db0402dc', '#/entry/zhko/156ab0b643584e78b42a4c7ab867cb32', '#/entry/zhko/56127394e0a5415fb9e73edd2cb21a1d', '#/entry/zhko/c68b200434bb49aea462f772e77d32c6', 'HSK 6급 단어', '#/entry/zhko/989b2ad1f68d4eabae590e930ccc312f', '#/entry/zhko/8e0cabb8067042538f9d696d9070bef3', '#/entry/zhko/f489a2b0c94c4c1eaccde0eebf933074', '#/entry/zhko/24ff0ba863ad465d8c58b01c43ed2f5b', '#/entry/zhko/6c53d46c41b94df6812bc10104c14165', '#/entry/zhko/00e2495d185b4b1f98bf49baed86a423', '#/entry/zhko/59e0236a420d45e192261958017a7dfd', '#/entry/zhko/8ff1cd3781ff49b7bf414d1e491d02a1']"
82,花,"['HSK 5급 단어', '#/entry/zhko/89a9ce4a6c354b8b9934d77b72cca3d4', 'HSK 6급 단어', '#/entry/zhko/ad959128de884cc99e43c0058bd78424', '#/entry/zhko/d0b00ffa0e46437584176307399e0836', '#/entry/zhko/b46b0cd75f4f44278aee94cc943a848c']"
83,节,"['HSK 3급 단어', '#/entry/zhko/7d8f6987359a419d903acec3d0835e08', '#/entry/zhko/12339eb2c6284ad5890122094a7835f0', '#/entry/zhko/62b9f41870fb46948c70f934e7a603db', 'HSK 4급 단어', '#/entry/zhko/b711522c09e4415e9f3f1ac4ef64550f', '#/entry/zhko/68112704a12a4a48b61218299d336338', 'HSK 5급 단어', '#/entry/zhko/23f37c4eb4764045bf7d267c1e184227', '#/entry/zhko/4dd12788b3aa4c5e8d42789e7f6677b2', 'HSK 6급 단어', '#/entry/zhko/2917f5042ba141d58bb92c95a67ec0a4', '#/entry/zhko/3ffe5d571d754bee910fa3b46712c439', '#/entry/zhko/45e23c9165f24e7192010eb57bbc0395', '#/entry/zhko/353880cd59434811833af41639d935c1', '#/entry/zhko/ce824f978bf74c128c9520f34d3e2cff', '#/entry/zhko/fe3b4542ab964f0daa084d8fbb73a8f1']"
84,近,"['HSK 3급 단어', '#/entry/zhko/89d59ee5e4d641d8b1d9d31f57dcac70', '#/entry/zhko/89d6f3cd7d1747c0a4f9fa481832269d', 'HSK 5급 단어', '#/entry/zhko/5e8a49f6b45f48689320ed852b652aef', '#/entry/zhko/cdd87e52712f4d5ba0997bef1adbf44a', 'HSK 6급 단어', '#/entry/zhko/33d6388db0e54122aa2419eeb0b0e9db', '#/entry/zhko/5c718f44cc274d9bb0d14498021b35b5', '#/entry/zhko/704a558b50e447e19c11093401f630ff', '#/entry/zhko/2f0ce5ffb20b477fbf136823a59de983']"
85,怪,"['HSK 3급 단어', '#/entry/zhko/d7034f03102d4829bbda81148fdd28f5', 'HSK 5급 단어', '#/entry/zhko/c430cd0e7b804591aadb7ee422fd452e', '#/entry/zhko/2dee442305694c4e8b8ac49b496db2d3', 'HSK 6급 단어', '#/entry/zhko/524fd2b424f748d5a300126f86a8a07d', '#/entry/zhko/48bf8608533f4ed196257690caee0f17']"
86,持,"['HSK 4급 단어', '#/entry/zhko/187957c932ae468fb86da524c729d1e5', '#/entry/zhko/1a256c66aafb4bf18b3bf513673c81a8', 'HSK 5급 단어', '#/entry/zhko/39df9410ab0241778e20db830e8690d3', '#/entry/zhko/f8ecf5b68d2e492ca47e4e53f60e7c37', '#/entry/zhko/3da589b107c849cead656d01d17d8cd8', 'HSK 6급 단어', '#/entry/zhko/71f8eb61782f4c399adc8ce57826f7b5']"
87,光,"['HSK 4급 단어', '#/entry/zhko/b74b96d42d6c4370bf9d7c2467a0ffba', 'HSK 5급 단어', '#/entry/zhko/8c4b7ffb2acf4cf98ee545eef2c92067', '#/entry/zhko/bdf99023773e48f6a410ecfb389be027', '#/entry/zhko/1c273c62842f4d77904be332ad4f3809', '#/entry/zhko/c1b1a420dca84c9881b34d6204574dd0', 'HSK 6급 단어', '#/entry/zhko/b89b7c18de234402a9e78c6a4b99905d', '#/entry/zhko/c690f200a9f347fd9855e1764d774ff9', '#/entry/zhko/d999548fa94145849d2169555903a6f5', '#/entry/zhko/1612d27399c6492db765e6b2da319a61', '#/entry/zhko/af98446f08704a07a53abf8b7d330869', '#/entry/zhko/dfc0c77848984c3ea3e71f025b340549', '#/entry/zhko/5242c87aa91c4ffc8685c54f9a6437d4', '#/entry/zhko/c5475a6674af47829f2ab81956a02124', '#/entry/zhko/7dadad87f3414f16a1e9a2532408d6cd', '#/entry/zhko/66b489e429d2492bb92168e2313963f1', '#/entry/zhko/ba05e3d106e74ffbad5bdc337ec75e93']"
88,与,"['HSK 5급 단어', '#/entry/zhko/4739c44d44bc469d8f66b8f29a093776', 'HSK 6급 단어', '#/entry/zhko/2811a395ee264a0a85169ca136b69740']"
89,穿,"['HSK 6급 단어', '#/entry/zhko/e8d4e1f3605c4f4893e190be890dd224']"
90,愿,"['HSK 3급 단어', '#/entry/zhko/99e796652a0e4485aa8a3fd0c2cd44e1', 'HSK 5급 단어', '#/entry/zhko/c91d19412b24439da10df819f25a9f21', '#/entry/zhko/70bce7c639cc4a3a8d8737e48792a732', '#/entry/zhko/dc7bd993d9e241e586a335975a8704f2', 'HSK 6급 단어', '#/entry/zhko/396d30fcbe0549d58a30add7dc608402', '#/entry/zhko/8497f2ca42c94f5e8f00195accb30623']"
91,象,"['HSK 4급 단어', '#/entry/zhko/8c1f80df7b554b6496980f4d46a98462', 'HSK 5급 단어', '#/entry/zhko/329de2ada621489b821506edf3a5c3c6', '#/entry/zhko/7ac2bc0005fd4fcca5ee82ddc08dabc4', '#/entry/zhko/96becbad15564737980f0da5e5251cf4', '#/entry/zhko/8ea9e68a010947669c12afdee45209ec', '#/entry/zhko/8ed43e96148e44fda21336745e313f25', '#/entry/zhko/e6b83519b91d42e78f1b256119b5f7ec', '#/entry/zhko/b06bdc878041490c9edb40a8df7274ac', '#/entry/zhko/8818dc81225d4a2193514072ccbe384b', 'HSK 6급 단어', '#/entry/zhko/379f748ff0954b3fb30ce576f416dacf', '#/entry/zhko/45006d73b036418ea0c0fe9dd5f74fa7']"
92,影,"['HSK 1급 단어', '#/entry/zhko/b0ef8b91619b47deb10c80293dd0a67d', 'HSK 3급 단어', '#/entry/zhko/db940fbcc48c4c18853a4c40923f2323', 'HSK 5급 단어', '#/entry/zhko/7bcda69ab1d5461c9527a4d284c54ffc', '#/entry/zhko/bbb288f6b3c947ac930fc61031a99392', '#/entry/zhko/88059349dded42d098bc5d2a622d64e9']"
93,击,"['HSK 5급 단어', '#/entry/zhko/aa9e84bbae544a3387ebc0724640846b', 'HSK 6급 단어', '#/entry/zhko/c40026db020e439daf86f8d9ae315e33', '#/entry/zhko/4e07c17fa07249b79e2d16afe2d5d085', '#/entry/zhko/78960d439f044e459de77b118f424d1b', '#/entry/zhko/88bb0dccfccf4c6ca9a46ca859a15e4d']"
94,使,"['HSK 4급 단어', '#/entry/zhko/a3ae166cc2104713937990b807c043f4', '#/entry/zhko/cf6cd2d1acde4beab130ca2a4a9d8c57', 'HSK 5급 단어', '#/entry/zhko/e1b860090db54207bdfb9789da6b985e', 'HSK 6급 단어', '#/entry/zhko/8e159d655a28414b9c7778d522e5e10a', '#/entry/zhko/c6946dc5974143668f7201071f249bb3']"
95,二,"['HSK 6급 단어', '#/entry/zhko/92bd88ffc6864a3d9f216255d852a452']"
96,月,"['HSK 3급 단어', '#/entry/zhko/01117216c8aa4dae8205926c713392ca', 'HSK 6급 단어', '#/entry/zhko/d08b61b1d04748cf95d8b46c19a61565', '#/entry/zhko/2e0cff35d05d4b9590d56aa538c2676d', '#/entry/zhko/2336af5c58f64d3491c2c74398ace29e']"
97,器,"['HSK 5급 단어', '#/entry/zhko/23d5f0485e84417f815455eaa6047f69', '#/entry/zhko/513f6fb69cd2466e94dd40a5f7867171', '#/entry/zhko/c629b73f06bd403cb4960d83c6397d4a', 'HSK 6급 단어', '#/entry/zhko/4e3330eec7fd4a5f95ebed4c2ba5c254', '#/entry/zhko/68e73fb0fe2e4ff2b63e7e3ce8d64d62', '#/entry/zhko/185cb4c9c2634c8a876dae152a8f8d2b', '#/entry/zhko/8c8e74613bae49baae50be256f78887e', '#/entry/zhko/34ac990a2f274912b0462f7eb84c8dfb', '#/entry/zhko/d3d77cc6fa3a467986a4d22c8e805e6e']"
98,察,"['HSK 4급 단어', '#/entry/zhko/f49467bf217f4b05b3eea8f8371e142f', 'HSK 5급 단어', '#/entry/zhko/5331a012879740c49e90148084c4b3ae', 'HSK 6급 단어', '#/entry/zhko/c26404a5c2da41adadbb33865e5233d9']"
99,止,"['HSK 4급 단어', '#/entry/zhko/148579fb1e4541e9bb2d69664e97e483', 'HSK 5급 단어', '#/entry/zhko/7608aeb00e1c431295aac9b15349824d', 'HSK 6급 단어', '#/entry/zhko/284b471569c14cb499b924bc3ce6aaf5', '#/entry/zhko/8200033a95a748b4b5653600dd8ff27a', '#/entry/zhko/0ead80152676484e9e3ecf7bec99ac39', '#/entry/zhko/020ed2e652e94ba5bae2b85019bd0811', '#/entry/zhko/410737c182af4590afbfbb89d82b8cb5']"
100,十,"['HSK 4급 단어', '#/entry/zhko/1defd1fc47a4485faf780aea253451e5', 'HSK 6급 단어', '#/entry/zhko/cf0c53af3e7044e9b63513b12d7450cb']"
101,拜,"['HSK 4급 단어', '#/entry/zhko/1c1b98b09fd848b5a247e979165552e5', '#/entry/zhko/efbf861cf3f5460ba6d34cd68363b6de', 'HSK 6급 단어', '#/entry/zhko/4fc7019b77104c708d5e244d5b8c6bce', '#/entry/zhko/82a1551278d94e2dab840a1e6492ad8a', '#/entry/zhko/af9c1964857842699e8ea1704745e918', '#/entry/zhko/aff85a7a9d14466490f33cc76c9f9f93']"
102,鬼,"['HSK 5급 단어', '#/entry/zhko/b33667c542a34e29b8a08473d0f4c248', 'HSK 6급 단어', '#/entry/zhko/31d9e48898b84b38a9a79a1c6135036f']"
103,睡,"['HSK 1급 단어', '#/entry/zhko/6ad976394cd74043864be33b2e976ed9']"
104,调,"['HSK 5급 단어', '#/entry/zhko/993020875ad646a5927450a84bf22822', '#/entry/zhko/a437877cd9a243dd938559cd8ea44a98', '#/entry/zhko/8db8ec6efd384cd895c3a1d8f1a3cfb1', 'HSK 6급 단어', '#/entry/zhko/fbc463ada96d4b12b90e9f8c770ad046']"
105,巴,"['HSK 6급 단어', '#/entry/zhko/0f8771cd36ed4b3d850ea68eee6c9f65', '#/entry/zhko/acb7d896289c4c8ab72b37decdbeadb0']"
106,兄,"['HSK 6급 단어', '#/entry/zhko/1cec1b05c1a84afbb83c44e1bb39b1ae', '#/entry/zhko/5a7209b204b948929b72552a336f22e5']"
107,紧,"['HSK 4급 단어', '#/entry/zhko/d4876c5b9d3845ce83a791d7d80f8deb', 'HSK 5급 단어', '#/entry/zhko/6d238b15ecf74dfd896f0d14b596823c', '#/entry/zhko/03c48ba926b04d8bb8632377a7ee6674', '#/entry/zhko/b245e71b780a49c88379dfde7349acd0', '#/entry/zhko/730d1eed9fce4bf09697b8a53fd658ee', 'HSK 6급 단어', '#/entry/zhko/e965b0c7f15f4cafbb4d5f888d0027d6']"
108,站,"['HSK 2급 단어', '#/entry/zhko/b169885fa1bc4f98aaf14c8cb1ab53ca', 'HSK 4급 단어', '#/entry/zhko/ef2c97b7831f47ac887b72150eec7c8f', '#/entry/zhko/e1da0f1c57d9492aade3c2ba6603e1f4']"
109,品,"['HSK 5급 단어', '#/entry/zhko/835dd379d0ef43d5a2ec959f0db3742b', '#/entry/zhko/f8ff8fb99c2e48e9a4fcac80479cd58e', 'HSK 6급 단어', '#/entry/zhko/ec62f22502f9415c916558082898ae93', '#/entry/zhko/423df248cbc24799a2e346316e2a122b', '#/entry/zhko/4f34a50a738b446d8a4503c30e227059', '#/entry/zhko/f6c9863b9dbd43ca852d53955671803b', '#/entry/zhko/1270f387826e418294504ae7bd0a108b', '#/entry/zhko/9630dab7c1044c31956bae9c909a1384']"
110,英,"['HSK 5급 단어', '#/entry/zhko/26823e941aa14f54938567ce749fbb70', '#/entry/zhko/f085da99d6f24eccb2b8c979962d7799', 'HSK 6급 단어', '#/entry/zhko/6b7a78d9228a4887b38b1bdf339db063', '#/entry/zhko/0192c81b952a477bb59cda81ba59ae93']"
111,罪,"['HSK 5급 단어', '#/entry/zhko/fb33cd2dbfd04ccf9e65be2067184a0b', 'HSK 6급 단어', '#/entry/zhko/c605d5d39a8b447885994fa25cc54a1f', '#/entry/zhko/2044902505364e61b9084da017ccfcb5', '#/entry/zhko/b9930714f8b040a388781efd1e20c5cc']"
112,派,"['HSK 6급 단어', '#/entry/zhko/0a26fcb951734b1b8546dafb93c50914', '#/entry/zhko/653fd2e688a549b5aab9a245ef8d9498']"
113,票,"['HSK 5급 단어', '#/entry/zhko/bfa5b2383b3b4231bde3ab8e4e765001', '#/entry/zhko/54925e9804164e249983a50ac0284016', 'HSK 6급 단어', '#/entry/zhko/4e3330eec7fd4a5f95ebed4c2ba5c254', '#/entry/zhko/01abff3eb3a348eeb8802916aba39c00', '#/entry/zhko/5b9a23f8290642c99dea6627c83c52df', '#/entry/zhko/1960e8ebd63345d488b74baa77c7ff86']"
114,恶,"['HSK 5급 단어', '#/entry/zhko/5eb64071e06245749838daf60b01d9f3', 'HSK 6급 단어', '#/entry/zhko/7189809d31e54e668fe8d008bbd50e18', '#/entry/zhko/5a7209b204b948929b72552a336f22e5', '#/entry/zhko/3de27cd86e0c44898b35ea04f025cb63', '#/entry/zhko/6c3a4565b5a548fa8c6c55a513fa45d8']"
115,烦,"['HSK 4급 단어', '#/entry/zhko/ff368c2c945e41fcab101e88b5d566e0', 'HSK 5급 단어', '#/entry/zhko/c3955df8a05444299a5016146f524352']"
116,取,"['HSK 5급 단어', '#/entry/zhko/0e3a8a7565f94c45873ca6300abc7ffa', '#/entry/zhko/6549f80b8a26421eaed772b3b6de31b3', '#/entry/zhko/bad8fa51baf94a05aff3dbbaa1e2686e', '#/entry/zhko/6429c166a4a5404f92e6e0ec81251c3c', 'HSK 6급 단어', '#/entry/zhko/19320c81f72c4d86ac8f722d7c6f96c0', '#/entry/zhko/17c5e9dc8b984670b7982d30d96dd249', '#/entry/zhko/465e4fb4cb574faeace370a94d9d14c5']"
117,游,"['HSK 2급 단어', '#/entry/zhko/559a52b5abaa44258b9f435aee71ee11', '#/entry/zhko/6a68b226911348fd90c160c383bbe508', 'HSK 3급 단어', '#/entry/zhko/d8f7811a05ad4fcd81638a83adcc1893', 'HSK 4급 단어', '#/entry/zhko/23190efa4a464a338bdec3068fd0d315', 'HSK 5급 단어', '#/entry/zhko/173b8c0ef9104b6880725faf0af7a4e0', 'HSK 6급 단어', '#/entry/zhko/182ca14bf632452bb99d765f79d6d03c']"
118,糟,"['HSK 5급 단어', '#/entry/zhko/f6f2eb22787047a7911496559b1e6041', 'HSK 6급 단어', '#/entry/zhko/5c50b3b0dae0455fb7f6f73b368860c4']"
119,令,"['HSK 5급 단어', '#/entry/zhko/080cc9c78f2342e58b1e976785f2ecd4', '#/entry/zhko/be435cda232b4b458d3bf47e7f6ad6fc', 'HSK 6급 단어', '#/entry/zhko/3416b899a839420694d7b7feae33be10', '#/entry/zhko/7fc4087f6a9c41c1bbc29b15a62a234f']"
